sessionID,playerID,gameType,difficultyLevel,sessionDuration,score,deaths,completed,timestamp,lapsCompleted,bestLapTime,avgLapTime,totalRaceTime,collisions,maxSpeed,avgSpeed,consistency,speedEfficiency,collisionRate,lapTimeVariance,completionRate,drivingSmoothness,timeEfficiency,speedConsistencyScore,racingPerformanceIndex,cleanRacingScore
849b3690-53c0-4bb7-be23-73f607713e71,22,Racing,Easy,154.28,950,0,True,26/1/2026 23:44,3.0,49.52002,51.42509,154.2753,3.0,30.0,29.80678,0.9704422,0.9615090322580645,0.75,1.905069999999995,1.166709878143635,1.1764705882352942,0.9629357394272052,0.9330889405843871,0.7078913447968135,1.141696705882353
05f0a36a-cf8c-4e35-971e-e89a12b634ea,22,Racing,Medium,121.78,300,0,True,26/1/2026 23:46,3.0,39.26001,40.5929,121.7787,16.0,40.0,37.83393,0.9603254,0.9227787804878049,4.0,1.332889999999999,1.478075217605518,0.24390243902439027,0.9671406295034476,0.8861679014834635,0.7307698764611514,0.23422570731707318
224857bb-b233-42d2-be86-f57425e8af38,22,Racing,Hard,103.98,650,0,True,26/1/2026 23:48,3.0,34.04004,34.65955,103.9786,9.0,45.0,44.1677,0.9835148,0.9601673913043479,2.25,0.6195100000000053,1.7311021350259665,0.425531914893617,0.9820975143210363,0.9443388398252175,0.7932194146294412,0.4185169361702128
dce28f7f-c1cf-4d42-8dd9-0dbc17e5af78,23,Racing,Easy,149.64,1100,0,True,27/1/2026 14:53,3.0,49.47998,49.87957,149.6387,0.0,30.0,29.82397,0.9897836,0.9620635483870967,0.0,0.39959000000000344,1.2028869286287092,10.0,0.9919690171944707,0.9522347223513548,0.8955800709780894,9.897836
e808e485-4c5d-4861-a572-3ab5e6b316ff,23,Racing,Medium,116.32,800,0,True,27/1/2026 14:55,3.0,38.23999,38.77319,116.3196,6.0,40.0,39.4106,0.9901947,0.9612341463414634,1.5,0.5332000000000008,1.547455295735901,0.625,0.986222794080289,0.9518089571663415,0.7674479956293823,0.6188716875
edb6cf69-183a-4052-a8ee-71e188ea3521,23,Racing,Hard,104.42,550,0,True,27/1/2026 14:57,3.0,34.63843,34.80614,104.4184,11.0,45.0,43.71574,0.9940101,0.9503421739130434,2.75,0.16770999999999958,1.7238076996743918,0.3508771929824561,0.995153005963719,0.9446497193255217,0.79063482130171,0.3487754736842105
1e475ec1-02a9-4042-b872-11eceaf44447,24,Racing,Easy,151.87,950,0,True,27/1/2026 15:02,3.0,50.37994,50.62494,151.8748,3.0,30.0,29.821,0.995785,0.961967741935484,0.75,0.24500000000000455,1.1852242049120958,1.1764705882352942,0.9951408309653114,0.957913047903226,0.7175372950164046,1.1715117647058824
8ce5db3c-b36b-4aee-acd3-a99c095e4314,24,Racing,Medium,117.83,300,0,True,27/1/2026 15:04,3.0,38.60004,39.27777,117.8333,16.0,40.0,39.09784,0.979984,0.9536058536585366,4.0,0.6777299999999968,1.5276245438343377,0.24390243902439027,0.982720181920157,0.9345184788917072,0.7519435084609286,0.23902048780487806
d2e3d8ec-9002-4ba6-a0b4-bb61a6bf9ef3,24,Racing,Hard,107.78,0,0,True,27/1/2026 15:06,3.0,34.52002,35.92511,107.7753,40.0,45.0,42.92663,0.9711088,0.9331876086956522,10.0,1.4050899999999942,1.6700686583781776,0.09900990099009901,0.960861612904932,0.9062266988553044,0.7663081506297885,0.09614938613861386
ba6ffc68-9077-48ef-8f9e-a8b89c513d94,25,Racing,Easy,151.86,1100,0,True,27/1/2026 15:39,3.0,50.44,50.61984,151.8595,0.0,30.0,29.81712,0.9974422,0.9618425806451613,0.0,0.17984000000000577,1.1853022520742789,10.0,0.9964275582941728,0.959382379692387,0.8944043638693109,9.974421999999999
